lost|cell|sfn |sf|bbUeRef |rnti |mode |modul|mcs1|mcs2|prb |rbaType|ndf1|bler1|ndf2|bler2|tbs1   |tbs2   |tbsSum |tbsAvg   |rv1|rv2|rateBitSum|codeRate|assBits |harq|procId|bundl|cqi|ri|
    |  3 |1012| 9| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18013264| A A|    4 |     |   |  |
    |  3 |1013| 0| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    81504 |   0.90 |18017320| A A|    3 |     |   |  |
    |  3 |1013| 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17909704|    |    6 |     |   |  |
  2 |  * |1013| 2|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 |1013| 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |        |    |      |     |   |  |
    |  3 |1013| 3| 3000860|13487| Mimo|64QAM|    |    | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |        |    |      |     |   |  |
 595|  * | 18 | 8|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 18 | 8| 3000860|13487|     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |18059080| A A|    1 |     |   |  |
    |  3 | 18 | 9| 3000860|13487|     |64QAM| 28 | 28 |    |       |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 | 73392.0 | 0 | 0 |    86400 |   0.85 |18063136| A A|    0 |     |   |  |
3740|  * | 19 | 0|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 19 | 0| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    81504 |   0.90 |18067192| A A|    7 |     |   |  |
    |  3 | 19 | 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18082304| A A|    6 |     |   |  |
  2 |  * | 19 | 2|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 19 | 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18097416| A A|    5 |     |   |  |
    |  3 | 19 | 3| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18090416| A A|    4 |     |   |  |
    |  3 | 19 | 4| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18105528| A A|    3 |     |   |  |
    |  3 | 19 | 5| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    84672 |   0.87 |18120640| A A|    2 |     |   |  |
lost|cell|sfn |sf|bbUeRef |rnti |mode |modul|mcs1|mcs2|prb |rbaType|ndf1|bler1|ndf2|bler2|tbs1   |tbs2   |tbsSum |tbsAvg   |rv1|rv2|rateBitSum|codeRate|assBits |harq|procId|bundl|cqi|ri|
  2 |  * | 19 | 6|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 19 | 6| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18124696| A A|   63 |  15 | 15| 2|
    |  3 | 19 | 7| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18128752| A A|    0 |     |   |  |
    |  3 | 19 | 8| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18143864| A A|    7 |     |   |  |
    |  3 | 19 | 9| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18147920| A A|    6 |     |   |  |
  2 |  * | 20 | 0|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 20 | 0| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    81504 |   0.90 |18163032| A A|    5 |     |   |  |
    |  3 | 20 | 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18167088| A A|    4 |     |   |  |
    |  3 | 20 | 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18182200| A A|    3 |     |   |  |
  2 |  * | 20 | 3|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 20 | 3| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18178952| A A|    2 |     |   |  |
    |  3 | 20 | 4| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18105648| A A|    1 |     |   |  |
    |  2 | 20 | 5|    SIB |65535|     | QPSK|  4 |    |  2 |       |  N |     |    |     |   120 |       |   120 |   120.0 | 3 |   |      576 |   0.21 |        |    |      |     |   |  |
    |  3 | 20 | 5| 3000860|13487| Mimo|64QAM| 27 | 27 | 48 |     0 |  Y |  0% |  Y |  0% | 29296 | 29296 | 58592 |         | 0 | 0 |    72720 |   0.81 |18032344| A A|    0 |     |   |  |
    |  3 | 20 | 5|    SIB |65535|     | QPSK|  4 |    |  2 |       |  N |     |    |     |   120 |       |   120 |   120.0 | 3 |   |      528 |   0.23 |        |    |      |     |   |  |
    |  3 | 20 | 6| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17959032| A A|   63 |  15 | 15| 2|
  2 |  * | 20 | 7|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 20 | 7| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17907832| A A|    6 |     |   |  |
    |  3 | 20 | 8| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17922944|    |    1 |     |   |  |
    |  3 | 20 | 9| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17959000|    |    0 |     |   |  |
  2 |  * | 21 | 0|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 21 | 0| 3000860|13487|     |64QAM| 28 | 28 |    |       |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    81504 |   0.90 |17885688|    |    7 |     |   |  |
4061|  * | 53 | 0|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 53 | 0| 3000860|13487|     |64QAM| 28 | 28 |    |       |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 | 73392.0 | 0 | 0 |    81504 |   0.90 |18053600|    |    7 |     |   |  |
    |  3 | 53 | 1| 3000860|13487|     |64QAM| 28 | 28 |    |       |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18169336| A A|    2 |     |   |  |
    |  3 | 53 | 2| 3000860|13487|     |64QAM| 28 | 28 |    |       |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18184448| A A|    1 |     |   |  |
    |  3 | 53 | 3| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18177448| A A|    0 |     |   |  |
 647|  * | 53 | 4|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 53 | 4| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18104144| A A|    7 |     |   |  |
    |  3 | 53 | 5| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    84672 |   0.87 |18030840| A A|    6 |     |   |  |
    |  3 | 53 | 6| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17957528| A A|   63 |  15 | 15| 2|
  2 |  * | 53 | 7|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 53 | 7| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17906328| A A|    4 |     |   |  |
    |  3 | 53 | 8| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17910384| A A|    3 |     |   |  |
    |  3 | 53 | 9| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17925496| A A|    2 |     |   |  |
    |  3 | 54 | 0| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    81504 |   0.90 |17940608| A A|    1 |     |   |  |
  2 |  * | 54 | 1|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 54 | 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17944664| A A|    0 |     |   |  |
    |  3 | 54 | 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17948720| A A|    7 |     |   |  |
    |  3 | 54 | 3| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17978632| A A|    6 |     |   |  |
lost|cell|sfn |sf|bbUeRef |rnti |mode |modul|mcs1|mcs2|prb |rbaType|ndf1|bler1|ndf2|bler2|tbs1   |tbs2   |tbsSum |tbsAvg   |rv1|rv2|rateBitSum|codeRate|assBits |harq|procId|bundl|cqi|ri|
  2 |  * | 54 | 4|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 54 | 4| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17982696| A A|    5 |     |   |  |
    |  2 | 54 | 5|    SIB |65535|     | QPSK|  4 |    |  2 |       |  N |     |    |     |   120 |       |   120 |   120.0 | 1 |   |      576 |   0.21 |        |    |      |     |   |  |
    |  3 | 54 | 5| 3000860|13487| Mimo|64QAM| 27 | 27 | 48 |     0 |  Y |  0% |  Y |  0% | 29296 | 29296 | 58592 |         | 0 | 0 |    72720 |   0.81 |17986752| A A|    4 |     |   |  |
    |  3 | 54 | 5|    SIB |65535|     | QPSK|  4 |    |  2 |       |  N |     |    |     |   120 |       |   120 |   120.0 | 1 |   |      528 |   0.23 |        |    |      |     |   |  |
    |  3 | 54 | 6| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18001856| A A|   63 |  15 | 15| 2|
    |  3 | 54 | 7| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18005920| A A|    2 |     |   |  |
  2 |  * | 54 | 8|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 54 | 8| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18021024| A A|    1 |     |   |  |
    |  3 | 54 | 9| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18025080| A A|    0 |     |   |  |
    |  3 | 55 | 0| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    81504 |   0.90 |18029144| A A|    7 |     |   |  |
  2 |  * | 55 | 1|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 55 | 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18033200| A A|    6 |     |   |  |
    |  3 | 55 | 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18059360| A A|    5 |     |   |  |
    |  3 | 55 | 3| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |        |    |      |     |   |  |
    |  3 | 55 | 4| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |        |    |      |     |   |  |
4360|  * | 89 | 7|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 89 | 7| 3000860|13487|     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     | 15| 2|
 691|  * | 89 | 8|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 89 | 8| 3000860|13487|     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |17953304| A A|    3 |     |   |  |
    |  3 | 89 | 9| 3000860|13487|     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |17968416| A A|    2 |     |   |  |
    |  3 | 90 | 0| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 | 73392.0 | 0 | 0 |    81504 |   0.90 |17972472| A A|    1 |     |   |  |
    |  3 | 90 | 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17987584| A A|    0 |     |   |  |
    |  3 | 90 | 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |17980584| A A|    7 |     |   |  |
  2 |  * | 90 | 3|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 90 | 3| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18010496| A A|    6 |     |   |  |
    |  3 | 90 | 4| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18025600| A A|    5 |     |   |  |
    |  2 | 90 | 5|    SIB |65535|     | QPSK|  4 |    |  2 |       |  N |     |    |     |   120 |       |   120 |   120.0 | 2 |   |      576 |   0.21 |        |    |      |     |   |  |
    |  3 | 90 | 5| 3000860|13487| Mimo|64QAM| 27 | 27 | 48 |     0 |  Y |  0% |  Y |  0% | 29296 | 29296 | 58592 |         | 0 | 0 |    72720 |   0.81 |18018608| A A|    4 |     |   |  |
    |  3 | 90 | 5|    SIB |65535|     | QPSK|  4 |    |  2 |       |  N |     |    |     |   120 |       |   120 |   120.0 | 2 |   |      792 |   0.15 |        |    |      |     |   |  |
  2 |  * | 90 | 6|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 90 | 6| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18044768| A A|    3 |     |   |  |
    |  3 | 90 | 7| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18048832| A A|   63 |  15 | 15| 2|
    |  3 | 90 | 8| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18041832| A A|    1 |     |   |  |
    |  3 | 90 | 9| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18056944| A A|    0 |     |   |  |
  2 |  * | 91 | 0|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 91 | 0| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    81504 |   0.90 |18072056| A A|    7 |     |   |  |
    |  3 | 91 | 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18076112| A A|    6 |     |   |  |
    |  3 | 91 | 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18091216| A A|    5 |     |   |  |
  2 |  * | 91 | 3|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
lost|cell|sfn |sf|bbUeRef |rnti |mode |modul|mcs1|mcs2|prb |rbaType|ndf1|bler1|ndf2|bler2|tbs1   |tbs2   |tbsSum |tbsAvg   |rv1|rv2|rateBitSum|codeRate|assBits |harq|procId|bundl|cqi|ri|
    |  3 | 91 | 3| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18106328| A A|    4 |     |   |  |
    |  3 | 91 | 4| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18110384| A A|    3 |     |   |  |
    |  3 | 91 | 5| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    84672 |   0.87 |18114448| A A|    2 |     |   |  |
    |  3 | 91 | 6| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18118504| A A|    1 |     |   |  |
  2 |  * | 91 | 7|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 91 | 7| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18133608| A A|   63 |  15 | 15| 2|
    |  3 | 91 | 8| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18148720| A A|    7 |     |   |  |
    |  3 | 91 | 9| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18152776|    |    2 |     |   |  |
    |  3 | 92 | 0| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    81504 |   0.90 |18045160|    |    1 |     |   |  |
  2 |  * | 92 | 1|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 92 | 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |      0 |    |      |     |   |  |
3593|  * | 126| 9|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 126| 9| 3000860|13487|     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        | A A|    0 |     |   |  |
 701|  * | 127| 0|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 127| 0| 3000860|13487|     |64QAM| 28 | 28 |    |       |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 | 73392.0 | 0 | 0 |    81504 |   0.90 |18022976| A A|    7 |     |   |  |
  2 |  * | 127| 1|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 127| 1| 3000860|13487|     |64QAM| 28 | 28 |    |       |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18038088| A A|    6 |     |   |  |
 835|  * | 127| 2|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 127| 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18042144| A A|    5 |     |   |  |
    |  3 | 127| 3| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18057256| A A|    4 |     |   |  |
    |  3 | 127| 4| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18061312| A A|    3 |     |   |  |
    |  3 | 127| 5| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    84672 |   0.87 |18065368| A A|    2 |     |   |  |
    |  3 | 127| 6| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18080480| A A|    1 |     |   |  |
  2 |  * | 127| 7|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  3 | 127| 7| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18095592| A A|   63 |  15 | 15| 2|
    |  3 | 127| 8| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18136360| A A|    7 |     |   |  |
    |  3 | 127| 9| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |18151472| A A|    6 |     |   |  |
  2 |  * | 128| 0|      * |     |     |     |    |    |    |       |    |     |    |     |       |       |       |         |   |   |          |        |        |    |      |     |   |  |
    |  2 | 128| 0|    SIB |65535|     | QPSK|  8 |    |  2 |       |  Y |     |    |     |   256 |       |   256 |   256.0 | 0 |   |     4896 |   0.05 |        |    |      |     |   |  |
    |  3 | 128| 0| 3000860|13487| Mimo|64QAM| 27 | 27 | 30 |     0 |  Y |  0% |  Y |  0% | 18336 | 18336 | 36672 |         | 0 | 0 |    41040 |   0.89 |18144480| A A|    5 |     |   |  |
    |  3 | 128| 0|    SIB |65535|     | QPSK|  8 |    |  2 |       |  Y |     |    |     |   256 |       |   256 |   256.0 | 0 |   |     5016 |   0.05 |        |    |      |     |   |  |
    |  3 | 128| 1| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |        |    |      |     |   |  |
    |  3 | 128| 2| 3000860|13487| Mimo|64QAM| 28 | 28 | 50 |     0 |  Y |  0% |  Y |  0% | 36696 | 36696 | 73392 |         | 0 | 0 |    86400 |   0.85 |        |    |      |     |   |  |
